"CENSUS_YEAR","DGUID","ALT_GEO_CODE","GEO_LEVEL","GEO_NAME","TNR_SF","TNR_LF","DATA_QUALITY_FLAG","CHARACTERISTIC_ID","CHARACTERISTIC_NAME","CHARACTERISTIC_NOTE","C1_COUNT_TOTAL","SYMBOL","C2_COUNT_MEN.","SYMBOL.1","C3_COUNT_WOMEN.","SYMBOL.2","C4_COUNT_LOW_CI_TOTAL","SYMBOL.3","C5_COUNT_LOW_CI_MEN.","SYMBOL.4","C6_COUNT_LOW_CI_WOMEN.","SYMBOL.5","C7_COUNT_HI_CI_TOTAL","SYMBOL.6","C8_COUNT_HI_CI_MEN.","SYMBOL.7","C9_COUNT_HI_CI_WOMEN.","SYMBOL.8","C10_RATE_TOTAL","SYMBOL.9","C11_RATE_MEN.","SYMBOL.10","C12_RATE_WOMEN.","SYMBOL.11","C13_RATE_LOW_CI_TOTAL","SYMBOL.12","C14_RATE_LOW_CI_MEN.","SYMBOL.13","C15_RATE_LOW_CI_WOMEN.","SYMBOL.14","C16_RATE_HI_CI_TOTAL","SYMBOL.15","C17_RATE_HI_CI_MEN.","SYMBOL.16","C18_RATE_HI_CI_WOMEN.","SYMBOL.17"
2021,"2021S051624660064",24660064,"Aggregate dissemination area",24660064,3.1,3.3,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,52800,"",55600,"",49600,"",49969,"",52626,"",45526,"",55631,"",58574,"",53674,"",52800,"",55600,"",49600,"",49969,"",52626,"",45526,"",55631,"",58574,"",53674,""
2021,"2021S051624660065",24660065,"Aggregate dissemination area",24660065,3.6,3.9,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,53600,"",53600,"",53600,"",51726,"",48711,"",49037,"",55474,"",58489,"",58163,"",53600,"",53600,"",53600,"",51726,"",48711,"",49037,"",55474,"",58489,"",58163,""
2021,"2021S051624660066",24660066,"Aggregate dissemination area",24660066,2.5,5.2,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,58000,"",64500,"",52400,"",55719,"",60345,"",50302,"",60281,"",68655,"",54498,"",58000,"",64500,"",52400,"",55719,"",60345,"",50302,"",60281,"",68655,"",54498,""
2021,"2021S051624660067",24660067,"Aggregate dissemination area",24660067,2.9,3.4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,57600,"",59600,"",56000,"",55095,"",54793,"",51722,"",60105,"",64407,"",60278,"",57600,"",59600,"",56000,"",55095,"",54793,"",51722,"",60105,"",64407,"",60278,""
2021,"2021S051624660068",24660068,"Aggregate dissemination area",24660068,4,5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,42000,"",40800,"",43600,"",40794,"",37928,"",39974,"",43206,"",43672,"",47226,"",42000,"",40800,"",43600,"",40794,"",37928,"",39974,"",43206,"",43672,"",47226,""
2021,"2021S051624660069",24660069,"Aggregate dissemination area",24660069,3.3,4.3,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,46000,"",52000,"",42800,"",40663,"",48843,"",38441,"",51337,"",55157,"",47159,"",46000,"",52000,"",42800,"",40663,"",48843,"",38441,"",51337,"",55157,"",47159,""
2021,"2021S051624660070",24660070,"Aggregate dissemination area",24660070,2.9,3.2,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,58800,"",64000,"",55600,"",56172,"",60130,"",52748,"",61428,"",67870,"",58452,"",58800,"",64000,"",55600,"",56172,"",60130,"",52748,"",61428,"",67870,"",58452,""
2021,"2021S051624660071",24660071,"Aggregate dissemination area",24660071,3.6,3.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,57600,"",59600,"",56800,"",55950,"",55159,"",54050,"",59250,"",64041,"",59550,"",57600,"",59600,"",56800,"",55950,"",55159,"",54050,"",59250,"",64041,"",59550,""
2021,"2021S051624660072",24660072,"Aggregate dissemination area",24660072,2.9,4.4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,54400,"",54800,"",52400,"",52526,"",52987,"",47063,"",56274,"",56613,"",57737,"",54400,"",54800,"",52400,"",52526,"",52987,"",47063,"",56274,"",56613,"",57737,""
2021,"2021S051624660073",24660073,"Aggregate dissemination area",24660073,3.2,5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,44000,"",43200,"",45200,"",42391,"",39167,"",42796,"",45609,"",47233,"",47604,"",44000,"",43200,"",45200,"",42391,"",39167,"",42796,"",45609,"",47233,"",47604,""
2021,"2021S051624660074",24660074,"Aggregate dissemination area",24660074,3.1,4.8,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,57200,"",61600,"",52800,"",55428,"",57282,"",50132,"",58972,"",65918,"",55468,"",57200,"",61600,"",52800,"",55428,"",57282,"",50132,"",58972,"",65918,"",55468,""
2021,"2021S051624660075",24660075,"Aggregate dissemination area",24660075,2.9,4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,56800,"",60800,"",53600,"",55170,"",57296,"",50626,"",58430,"",64304,"",56574,"",56800,"",60800,"",53600,"",55170,"",57296,"",50626,"",58430,"",64304,"",56574,""
2021,"2021S051624660076",24660076,"Aggregate dissemination area",24660076,3.9,6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,50800,"",53600,"",47200,"",47887,"",49445,"",41985,"",53713,"",57755,"",52415,"",50800,"",53600,"",47200,"",47887,"",49445,"",41985,"",53713,"",57755,"",52415,""
2021,"2021S051624660077",24660077,"Aggregate dissemination area",24660077,2.7,4.1,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,78500,"",84000,"",72500,"",76707,"",80496,"",67245,"",80293,"",87504,"",77755,"",78500,"",84000,"",72500,"",76707,"",80496,"",67245,"",80293,"",87504,"",77755,""
2021,"2021S051624660078",24660078,"Aggregate dissemination area",24660078,2.9,5.2,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,62000,"",60400,"",62800,"",57111,"",50949,"",57015,"",66889,"",69851,"",68585,"",62000,"",60400,"",62800,"",57111,"",50949,"",57015,"",66889,"",69851,"",68585,""
2021,"2021S051624660079",24660079,"Aggregate dissemination area",24660079,3.3,4.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,58000,"",60800,"",56400,"",55026,"",53711,"",52367,"",60974,"",67889,"",60433,"",58000,"",60800,"",56400,"",55026,"",53711,"",52367,"",60974,"",67889,"",60433,""
2021,"2021S051624660080",24660080,"Aggregate dissemination area",24660080,2.3,2.7,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,58000,"",63200,"",54400,"",56432,"",58474,"",51345,"",59568,"",67926,"",57455,"",58000,"",63200,"",54400,"",56432,"",58474,"",51345,"",59568,"",67926,"",57455,""
2021,"2021S051624660081",24660081,"Aggregate dissemination area",24660081,2.5,3.7,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,68000,"",72000,"",64000,"",66381,"",67437,"",57889,"",69619,"",76563,"",70111,"",68000,"",72000,"",64000,"",66381,"",67437,"",57889,"",69619,"",76563,"",70111,""
2021,"2021S051624660082",24660082,"Aggregate dissemination area",24660082,2.7,3.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,67000,"",71500,"",62800,"",63659,"",65715,"",57504,"",70341,"",77285,"",68096,"",67000,"",71500,"",62800,"",63659,"",65715,"",57504,"",70341,"",77285,"",68096,""
2021,"2021S051624660083",24660083,"Aggregate dissemination area",24660083,2.2,2.9,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,69500,"",80000,"",63200,"",62737,"",75763,"",59493,"",76263,"",84237,"",66907,"",69500,"",80000,"",63200,"",62737,"",75763,"",59493,"",76263,"",84237,"",66907,""
2021,"2021S051624660084",24660084,"Aggregate dissemination area",24660084,7.9,9.2,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,48400,"",49200,"",47600,"",46567,"",44637,"",45726,"",50233,"",53763,"",49474,"",48400,"",49200,"",47600,"",46567,"",44637,"",45726,"",50233,"",53763,"",49474,""
2021,"2021S051624660085",24660085,"Aggregate dissemination area",24660085,3.9,5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,52800,"",50800,"",55200,"",50885,"",48071,"",52674,"",54715,"",53529,"",57726,"",52800,"",50800,"",55200,"",50885,"",48071,"",52674,"",54715,"",53529,"",57726,""
2021,"2021S051624660086",24660086,"Aggregate dissemination area",24660086,3.3,3.4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,63600,"",68500,"",57200,"",61278,"",65445,"",51415,"",65922,"",71555,"",62985,"",63600,"",68500,"",57200,"",61278,"",65445,"",51415,"",65922,"",71555,"",62985,""
2021,"2021S051624660087",24660087,"Aggregate dissemination area",24660087,4.3,5.4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,56400,"",61600,"",54000,"",54200,"",58300,"",50822,"",58600,"",64900,"",57178,"",56400,"",61600,"",54000,"",54200,"",58300,"",50822,"",58600,"",64900,"",57178,""
2021,"2021S051624660088",24660088,"Aggregate dissemination area",24660088,5.8,8.1,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,66500,"",68500,"",60800,"",64545,"",64996,"",55015,"",68455,"",72004,"",66585,"",66500,"",68500,"",60800,"",64545,"",64996,"",55015,"",68455,"",72004,"",66585,""
2021,"2021S051624660089",24660089,"Aggregate dissemination area",24660089,3.5,4.3,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,54800,"",56800,"",48800,"",53221,"",54519,"",42404,"",56379,"",59081,"",55196,"",54800,"",56800,"",48800,"",53221,"",54519,"",42404,"",56379,"",59081,"",55196,""
2021,"2021S051624660090",24660090,"Aggregate dissemination area",24660090,3.3,3.7,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,61200,"",65000,"",58400,"",59000,"",61456,"",54978,"",63400,"",68544,"",61822,"",61200,"",65000,"",58400,"",59000,"",61456,"",54978,"",63400,"",68544,"",61822,""
2021,"2021S051624660091",24660091,"Aggregate dissemination area",24660091,3.8,4.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,66000,"",71000,"",61600,"",62904,"",66926,"",58015,"",69096,"",75074,"",65185,"",66000,"",71000,"",61600,"",62904,"",66926,"",58015,"",69096,"",75074,"",65185,""
2021,"2021S051624660092",24660092,"Aggregate dissemination area",24660092,4.6,5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,56000,"",58800,"",54400,"",54187,"",54563,"",50856,"",57813,"",63037,"",57944,"",56000,"",58800,"",54400,"",54187,"",54563,"",50856,"",57813,"",63037,"",57944,""
2021,"2021S051624660093",24660093,"Aggregate dissemination area",24660093,3.5,4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,61200,"",66500,"",54400,"",59020,"",62263,"",50448,"",63380,"",70737,"",58352,"",61200,"",66500,"",54400,"",59020,"",62263,"",50448,"",63380,"",70737,"",58352,""
2021,"2021S051624660094",24660094,"Aggregate dissemination area",24660094,6,6.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,62000,"",66500,"",60400,"",60085,"",61000,"",57793,"",63915,"",72000,"",63007,"",62000,"",66500,"",60400,"",60085,"",61000,"",57793,"",63915,"",72000,"",63007,""
2021,"2021S051624660095",24660095,"Aggregate dissemination area",24660095,2.8,3.2,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,74500,"",81000,"",68000,"",72524,"",77008,"",63071,"",76476,"",84992,"",72929,"",74500,"",81000,"",68000,"",72524,"",77008,"",63071,"",76476,"",84992,"",72929,""
2021,"2021S051624660096",24660096,"Aggregate dissemination area",24660096,3.8,5.1,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,58000,"",61600,"",52400,"",55820,"",58178,"",46737,"",60180,"",65022,"",58063,"",58000,"",61600,"",52400,"",55820,"",58178,"",46737,"",60180,"",65022,"",58063,""
2021,"2021S051624660097",24660097,"Aggregate dissemination area",24660097,3.9,5.9,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,60400,"",65500,"",56800,"",58607,"",63402,"",54559,"",62193,"",67598,"",59041,"",60400,"",65500,"",56800,"",58607,"",63402,"",54559,"",62193,"",67598,"",59041,""
2021,"2021S051624660098",24660098,"Aggregate dissemination area",24660098,2.7,3.4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,64500,"",68500,"",59600,"",62320,"",64589,"",55689,"",66680,"",72411,"",63511,"",64500,"",68500,"",59600,"",62320,"",64589,"",55689,"",66680,"",72411,"",63511,""
2021,"2021S051624660099",24660099,"Aggregate dissemination area",24660099,2.8,4.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,71000,"",78500,"",63200,"",66234,"",74263,"",59859,"",75766,"",82737,"",66541,"",71000,"",78500,"",63200,"",66234,"",74263,"",59859,"",75766,"",82737,"",66541,""
2021,"2021S051624660100",24660100,"Aggregate dissemination area",24660100,3.8,5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,61600,"",66500,"",58800,"",59807,"",62508,"",56987,"",63393,"",70492,"",60613,"",61600,"",66500,"",58800,"",59807,"",62508,"",56987,"",63393,"",70492,"",60613,""
2021,"2021S051624660101",24660101,"Aggregate dissemination area",24660101,5.4,7.2,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,68000,"",75000,"",61600,"",64700,"",70111,"",55408,"",71300,"",79889,"",67792,"",68000,"",75000,"",61600,"",64700,"",70111,"",55408,"",71300,"",79889,"",67792,""
2021,"2021S051624660102",24660102,"Aggregate dissemination area",24660102,3.1,4.5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,64000,"",66500,"",61200,"",62721,"",63037,"",56759,"",65279,"",69963,"",65641,"",64000,"",66500,"",61200,"",62721,"",63037,"",56759,"",65279,"",69963,"",65641,""
2021,"2021S051624660103",24660103,"Aggregate dissemination area",24660103,4.3,5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,69500,"",76500,"",60000,"",67035,"",73648,"",55478,"",71965,"",79352,"",64522,"",69500,"",76500,"",60000,"",67035,"",73648,"",55478,"",71965,"",79352,"",64522,""
2021,"2021S051624660104",24660104,"Aggregate dissemination area",24660104,3.6,3.5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,64500,"",71500,"",54400,"",61078,"",65267,"",49389,"",67922,"",77733,"",59411,"",64500,"",71500,"",54400,"",61078,"",65267,"",49389,"",67922,"",77733,"",59411,""
2021,"2021S051624660105",24660105,"Aggregate dissemination area",24660105,2.9,3.9,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,67500,"",74500,"",62000,"",64343,"",69774,"",56989,"",70657,"",79226,"",67011,"",67500,"",74500,"",62000,"",64343,"",69774,"",56989,"",70657,"",79226,"",67011,""
2021,"2021S051624660106",24660106,"Aggregate dissemination area",24660106,2.8,3.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,70500,"",72000,"",69500,"",68382,"",68171,"",65671,"",72618,"",75829,"",73329,"",70500,"",72000,"",69500,"",68382,"",68171,"",65671,"",72618,"",75829,"",73329,""
2021,"2021S051624660107",24660107,"Aggregate dissemination area",24660107,4.9,5.8,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,58800,"",64500,"",52800,"",55500,"",61628,"",48197,"",62100,"",67372,"",57403,"",58800,"",64500,"",52800,"",55500,"",61628,"",48197,"",62100,"",67372,"",57403,""
2021,"2021S051624660108",24660108,"Aggregate dissemination area",24660108,3.2,3.5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,52000,"",54000,"",48800,"",50990,"",52330,"",45989,"",53010,"",55670,"",51611,"",52000,"",54000,"",48800,"",50990,"",52330,"",45989,"",53010,"",55670,"",51611,""
2021,"2021S051624660109",24660109,"Aggregate dissemination area",24660109,3.8,4.3,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,69500,"",73000,"",66000,"",67076,"",69965,"",62334,"",71924,"",76035,"",69666,"",69500,"",73000,"",66000,"",67076,"",69965,"",62334,"",71924,"",76035,"",69666,""
2021,"2021S051624660110",24660110,"Aggregate dissemination area",24660110,3.8,5.4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,49200,"",48400,"",49600,"",47662,"",43878,"",45730,"",50738,"",52922,"",53470,"",49200,"",48400,"",49600,"",47662,"",43878,"",45730,"",50738,"",52922,"",53470,""
2021,"2021S051624660111",24660111,"Aggregate dissemination area",24660111,4.4,5.9,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,74500,"",79500,"",66500,"",71159,"",74856,"",63709,"",77841,"",84144,"",69291,"",74500,"",79500,"",66500,"",71159,"",74856,"",63709,"",77841,"",84144,"",69291,""
2021,"2021S051624660112",24660112,"Aggregate dissemination area",24660112,3.9,5.5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,75500,"",81000,"",69500,"",73483,"",77171,"",63511,"",77517,"",84829,"",75489,"",75500,"",81000,"",69500,"",73483,"",77171,"",63511,"",77517,"",84829,"",75489,""
2021,"2021S051624660113",24660113,"Aggregate dissemination area",24660113,3.8,5.5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,56800,"",58400,"",54800,"",54295,"",51230,"",50156,"",59305,"",65570,"",59444,"",56800,"",58400,"",54800,"",54295,"",51230,"",50156,"",59305,"",65570,"",59444,""
2021,"2021S051624660114",24660114,"Aggregate dissemination area",24660114,3.9,4.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,69000,"",75500,"",65000,"",66963,"",71671,"",61415,"",71037,"",79329,"",68585,"",69000,"",75500,"",65000,"",66963,"",71671,"",61415,"",71037,"",79329,"",68585,""
2021,"2021S051624660115",24660115,"Aggregate dissemination area",24660115,7.2,7.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,61200,"",66000,"",54400,"",59061,"",64045,"",50245,"",63339,"",67955,"",58555,"",61200,"",66000,"",54400,"",59061,"",64045,"",50245,"",63339,"",67955,"",58555,""
2021,"2021S051624660116",24660116,"Aggregate dissemination area",24660116,5.7,7,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,67500,"",74500,"",58800,"",64567,"",69326,"",53504,"",70433,"",79674,"",64096,"",67500,"",74500,"",58800,"",64567,"",69326,"",53504,"",70433,"",79674,"",64096,""
2021,"2021S051624660117",24660117,"Aggregate dissemination area",24660117,5.4,6.1,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,65500,"",70000,"",59200,"",62404,"",66741,"",54800,"",68596,"",73259,"",63600,"",65500,"",70000,"",59200,"",62404,"",66741,"",54800,"",68596,"",73259,"",63600,""
2021,"2021S051624660118",24660118,"Aggregate dissemination area",24660118,5.7,7.3,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,65000,"",68000,"",60400,"",62433,"",62622,"",55674,"",67567,"",73378,"",65126,"",65000,"",68000,"",60400,"",62433,"",62622,"",55674,"",67567,"",73378,"",65126,""
2021,"2021S051624660119",24660119,"Aggregate dissemination area",24660119,10.1,12.2,1010,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,84000,"",92000,"",73000,"",81495,"",87600,"",68519,"",86505,"",96400,"",77481,"",84000,"",92000,"",73000,"",81495,"",87600,"",68519,"",86505,"",96400,"",77481,""
2021,"2021S051624660120",24660120,"Aggregate dissemination area",24660120,3.9,5.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,40000,"",39600,"",41600,"",36782,"",36178,"",36019,"",43218,"",43022,"",47181,"",40000,"",39600,"",41600,"",36782,"",36178,"",36019,"",43218,"",43022,"",47181,""
2021,"2021S051624660121",24660121,"Aggregate dissemination area",24660121,3.8,4.7,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,53200,"",54800,"",51600,"",50858,"",51846,"",48463,"",55542,"",57754,"",54737,"",53200,"",54800,"",51600,"",50858,"",51846,"",48463,"",55542,"",57754,"",54737,""
2021,"2021S051624660122",24660122,"Aggregate dissemination area",24660122,4.7,5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,70500,"",72000,"",70500,"",66752,"",61571,"",65041,"",74248,"",82429,"",75959,"",70500,"",72000,"",70500,"",66752,"",61571,"",65041,"",74248,"",82429,"",75959,""
2021,"2021S051624660123",24660123,"Aggregate dissemination area",24660123,4.7,5.1,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,41200,"",41200,"",38000,"",38185,"",38246,"",30667,"",44215,"",44154,"",45333,"",41200,"",41200,"",38000,"",38185,"",38246,"",30667,"",44215,"",44154,"",45333,""
2021,"2021S051624660124",24660124,"Aggregate dissemination area",24660124,9,12.1,10,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,68000,"",78500,"",56800,"",64211,"",68641,"",49711,"",71789,"",88359,"",63889,"",68000,"",78500,"",56800,"",64211,"",68641,"",49711,"",71789,"",88359,"",63889,""
2021,"2021S051624660125",24660125,"Aggregate dissemination area",24660125,4,3.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,45200,"",47600,"",44000,"",42063,"",42630,"",40619,"",48337,"",52570,"",47381,"",45200,"",47600,"",44000,"",42063,"",42630,"",40619,"",48337,"",52570,"",47381,""
2021,"2021S051624660126",24660126,"Aggregate dissemination area",24660126,2.9,3.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,56400,"",60400,"",53200,"",53467,"",56408,"",49819,"",59333,"",64392,"",56581,"",56400,"",60400,"",53200,"",53467,"",56408,"",49819,"",59333,"",64392,"",56581,""
2021,"2021S051624660127",24660127,"Aggregate dissemination area",24660127,3.8,4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,77500,"",92000,"",65000,"",68945,"",75501,"",58523,"",86055,"",108499,"",71477,"",77500,"",92000,"",65000,"",68945,"",75501,"",58523,"",86055,"",108499,"",71477,""
