"CENSUS_YEAR","DGUID","ALT_GEO_CODE","GEO_LEVEL","GEO_NAME","TNR_SF","TNR_LF","DATA_QUALITY_FLAG","CHARACTERISTIC_ID","CHARACTERISTIC_NAME","CHARACTERISTIC_NOTE","C1_COUNT_TOTAL","SYMBOL","C2_COUNT_MEN.","SYMBOL.1","C3_COUNT_WOMEN.","SYMBOL.2","C4_COUNT_LOW_CI_TOTAL","SYMBOL.3","C5_COUNT_LOW_CI_MEN.","SYMBOL.4","C6_COUNT_LOW_CI_WOMEN.","SYMBOL.5","C7_COUNT_HI_CI_TOTAL","SYMBOL.6","C8_COUNT_HI_CI_MEN.","SYMBOL.7","C9_COUNT_HI_CI_WOMEN.","SYMBOL.8","C10_RATE_TOTAL","SYMBOL.9","C11_RATE_MEN.","SYMBOL.10","C12_RATE_WOMEN.","SYMBOL.11","C13_RATE_LOW_CI_TOTAL","SYMBOL.12","C14_RATE_LOW_CI_MEN.","SYMBOL.13","C15_RATE_LOW_CI_WOMEN.","SYMBOL.14","C16_RATE_HI_CI_TOTAL","SYMBOL.15","C17_RATE_HI_CI_MEN.","SYMBOL.16","C18_RATE_HI_CI_WOMEN.","SYMBOL.17"
2021,"2021S051624660128",24660128,"Aggregate dissemination area",24660128,2,2,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,121000,"",140000,"",96000,"",111223,"",126454,"",69316,"",130777,"",153546,"",122684,"",121000,"",140000,"",96000,"",111223,"",126454,"",69316,"",130777,"",153546,"",122684,""
2021,"2021S051624660129",24660129,"Aggregate dissemination area",24660129,11.2,12.7,1010,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,56800,"",58800,"",54400,"",53602,"",54278,"",50408,"",59998,"",63322,"",58392,"",56800,"",58800,"",54400,"",53602,"",54278,"",50408,"",59998,"",63322,"",58392,""
2021,"2021S051624660130",24660130,"Aggregate dissemination area",24660130,2.9,2.2,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,93000,"",113000,"",82000,"",87093,"",109496,"",76704,"",98907,"",116504,"",87296,"",93000,"",113000,"",82000,"",87093,"",109496,"",76704,"",98907,"",116504,"",87296,""
2021,"2021S051624660131",24660131,"Aggregate dissemination area",24660131,3,4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,95000,"",109000,"",86000,"",90967,"",102074,"",79156,"",99033,"",115926,"",92844,"",95000,"",109000,"",86000,"",90967,"",102074,"",79156,"",99033,"",115926,"",92844,""
2021,"2021S051624660132",24660132,"Aggregate dissemination area",24660132,10,11.4,1010,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,76000,"",85000,"",63600,"",74248,"",79867,"",59159,"",77752,"",90133,"",68041,"",76000,"",85000,"",63600,"",74248,"",79867,"",59159,"",77752,"",90133,"",68041,""
2021,"2021S051624660133",24660133,"Aggregate dissemination area",24660133,4.1,6.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,113000,"",144000,"",99000,"",100208,"",117316,"",92604,"",125792,"",170684,"",105396,"",113000,"",144000,"",99000,"",100208,"",117316,"",92604,"",125792,"",170684,"",105396,""
2021,"2021S051624660135",24660135,"Aggregate dissemination area",24660135,3.3,4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,60000,"",60400,"",60000,"",54745,"",52904,"",50956,"",65255,"",67896,"",69044,"",60000,"",60400,"",60000,"",54745,"",52904,"",50956,"",65255,"",67896,"",69044,""
2021,"2021S051624660136",24660136,"Aggregate dissemination area",24660136,2.5,2.5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,58800,"",64000,"",53200,"",56539,"",56341,"",48515,"",61061,"",71659,"",57885,"",58800,"",64000,"",53200,"",56539,"",56341,"",48515,"",61061,"",71659,"",57885,""
2021,"2021S051624660138",24660138,"Aggregate dissemination area",24660138,2.1,4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,56000,"",58800,"",52800,"",49604,"",51141,"",44815,"",62396,"",66459,"",60785,"",56000,"",58800,"",52800,"",49604,"",51141,"",44815,"",62396,"",66459,"",60785,""
2021,"2021S051624660139",24660139,"Aggregate dissemination area",24660139,4,5.5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,67000,"",70000,"",63600,"",64433,"",66843,"",61930,"",69567,"",73157,"",65270,"",67000,"",70000,"",63600,"",64433,"",66843,"",61930,"",69567,"",73157,"",65270,""
2021,"2021S051624660140",24660140,"Aggregate dissemination area",24660140,4.6,5.4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,65000,"",77500,"",58000,"",62820,"",71348,"",51319,"",67180,"",83652,"",64681,"",65000,"",77500,"",58000,"",62820,"",71348,"",51319,"",67180,"",83652,"",64681,""
2021,"2021S051624660141",24660141,"Aggregate dissemination area",24660141,2.5,2.5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,54000,"",55600,"",54000,"",50945,"",47534,"",50374,"",57055,"",63666,"",57626,"",54000,"",55600,"",54000,"",50945,"",47534,"",50374,"",57055,"",63666,"",57626,""
2021,"2021S051624660142",24660142,"Aggregate dissemination area",24660142,3.6,3.7,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,44000,"",46000,"",43200,"",42472,"",40785,"",39289,"",45528,"",51215,"",47111,"",44000,"",46000,"",43200,"",42472,"",40785,"",39289,"",45528,"",51215,"",47111,""
2021,"2021S051624660143",24660143,"Aggregate dissemination area",24660143,7.5,7.8,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,82000,"",86000,"",76000,"",79698,"",80541,"",70541,"",84302,"",91459,"",81459,"",82000,"",86000,"",76000,"",79698,"",80541,"",70541,"",84302,"",91459,"",81459,""
2021,"2021S051624660144",24660144,"Aggregate dissemination area",24660144,2.3,2.7,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,69000,"",76500,"",65500,"",64763,"",67456,"",54989,"",73237,"",85544,"",76011,"",69000,"",76500,"",65500,"",64763,"",67456,"",54989,"",73237,"",85544,"",76011,""
2021,"2021S051624660145",24660145,"Aggregate dissemination area",24660145,3.7,4.1,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,1e+05,"",124000,"",83000,"",93074,"",108112,"",73956,"",106926,"",139888,"",92044,"",1e+05,"",124000,"",83000,"",93074,"",108112,"",73956,"",106926,"",139888,"",92044,""
2021,"2021S051624660146",24660146,"Aggregate dissemination area",24660146,6.9,8.9,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,57600,"",61200,"",52800,"",53893,"",55252,"",47911,"",61307,"",67148,"",57689,"",57600,"",61200,"",52800,"",53893,"",55252,"",47911,"",61307,"",67148,"",57689,""
2021,"2021S051624660147",24660147,"Aggregate dissemination area",24660147,5.6,6.1,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,44400,"",46400,"",43600,"",41426,"",43100,"",39282,"",47374,"",49700,"",47918,"",44400,"",46400,"",43600,"",41426,"",43100,"",39282,"",47374,"",49700,"",47918,""
2021,"2021S051624660148",24660148,"Aggregate dissemination area",24660148,2.4,2.7,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,72500,"",78500,"",65000,"",68426,"",71982,"",57260,"",76574,"",85018,"",72740,"",72500,"",78500,"",65000,"",68426,"",71982,"",57260,"",76574,"",85018,"",72740,""
2021,"2021S051624660149",24660149,"Aggregate dissemination area",24660149,13.8,15.3,1010,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,61600,"",67500,"",54400,"",59726,"",64159,"",49308,"",63474,"",70841,"",59492,"",61600,"",67500,"",54400,"",59726,"",64159,"",49308,"",63474,"",70841,"",59492,""
2021,"2021S051624660150",24660150,"Aggregate dissemination area",24660150,3,3.8,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,48800,"",49200,"",48400,"",46498,"",45208,"",43919,"",51102,"",53192,"",52881,"",48800,"",49200,"",48400,"",46498,"",45208,"",43919,"",51102,"",53192,"",52881,""
2021,"2021S051624660151",24660151,"Aggregate dissemination area",24660151,6,7.2,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,40400,"",40800,"",38400,"",38017,"",37948,"",33634,"",42783,"",43652,"",43166,"",40400,"",40800,"",38400,"",38017,"",37948,"",33634,"",42783,"",43652,"",43166,""
2021,"2021S051624660152",24660152,"Aggregate dissemination area",24660152,5.5,4.9,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,44000,"",44400,"",44000,"",42493,"",40693,"",40700,"",45507,"",48107,"",47300,"",44000,"",44400,"",44000,"",42493,"",40693,"",40700,"",45507,"",48107,"",47300,""
2021,"2021S051624660153",24660153,"Aggregate dissemination area",24660153,5.4,6.8,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,47600,"",48800,"",46400,"",44748,"",44115,"",42611,"",50452,"",53485,"",50189,"",47600,"",48800,"",46400,"",44748,"",44115,"",42611,"",50452,"",53485,"",50189,""
2021,"2021S051624660154",24660154,"Aggregate dissemination area",24660154,1.5,1.4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,60000,"",64000,"",56800,"",56822,"",58785,"",52074,"",63178,"",69215,"",61526,"",60000,"",64000,"",56800,"",56822,"",58785,"",52074,"",63178,"",69215,"",61526,""
2021,"2021S051624660155",24660155,"Aggregate dissemination area",24660155,11.1,13.8,1010,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,59600,"",63200,"",55200,"",56382,"",58800,"",51126,"",62818,"",67600,"",59274,"",59600,"",63200,"",55200,"",56382,"",58800,"",51126,"",62818,"",67600,"",59274,""
2021,"2021S051624660157",24660157,"Aggregate dissemination area",24660157,2.7,3,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,56800,"",58800,"",54800,"",54356,"",53871,"",49871,"",59244,"",63729,"",59729,"",56800,"",58800,"",54800,"",54356,"",53871,"",49871,"",59244,"",63729,"",59729,""
2021,"2021S051624660158",24660158,"Aggregate dissemination area",24660158,6.2,7.2,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,79000,"",84000,"",71000,"",77411,"",80924,"",66763,"",80589,"",87076,"",75237,"",79000,"",84000,"",71000,"",77411,"",80924,"",66763,"",80589,"",87076,"",75237,""
2021,"2021S051624660159",24660159,"Aggregate dissemination area",24660159,3.4,3.7,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,36800,"",38400,"",33200,"",34376,"",35854,"",30145,"",39224,"",40946,"",36255,"",36800,"",38400,"",33200,"",34376,"",35854,"",30145,"",39224,"",40946,"",36255,""
2021,"2021S051624660160",24660160,"Aggregate dissemination area",24660160,3.7,3.9,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,38400,"",38800,"",36000,"",36485,"",37232,"",33678,"",40315,"",40368,"",38322,"",38400,"",38800,"",36000,"",36485,"",37232,"",33678,"",40315,"",40368,"",38322,""
2021,"2021S051624660161",24660161,"Aggregate dissemination area",24660161,4.7,6.3,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,92000,"",138000,"",74500,"",82875,"",121806,"",65863,"",101125,"",154194,"",83137,"",92000,"",138000,"",74500,"",82875,"",121806,"",65863,"",101125,"",154194,"",83137,""
2021,"2021S051624660162",24660162,"Aggregate dissemination area",24660162,4.7,6.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,58400,"",60000,"",57200,"",55732,"",52911,"",53330,"",61068,"",67089,"",61070,"",58400,"",60000,"",57200,"",55732,"",52911,"",53330,"",61068,"",67089,"",61070,""
2021,"2021S051624660163",24660163,"Aggregate dissemination area",24660163,2.6,2.4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,59200,"",66500,"",56400,"",56817,"",60634,"",53854,"",61583,"",72366,"",58946,"",59200,"",66500,"",56400,"",56817,"",60634,"",53854,"",61583,"",72366,"",58946,""
2021,"2021S051624660164",24660164,"Aggregate dissemination area",24660164,3.9,2.8,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,76000,"",86000,"",68000,"",71926,"",79971,"",62663,"",80074,"",92029,"",73337,"",76000,"",86000,"",68000,"",71926,"",79971,"",62663,"",80074,"",92029,"",73337,""
2021,"2021S051624660165",24660165,"Aggregate dissemination area",24660165,4.5,5.7,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,54400,"",59200,"",49600,"",52607,"",55248,"",46606,"",56193,"",63152,"",52594,"",54400,"",59200,"",49600,"",52607,"",55248,"",46606,"",56193,"",63152,"",52594,""
2021,"2021S051624660166",24660166,"Aggregate dissemination area",24660166,4.1,5.4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,52000,"",54000,"",48800,"",48211,"",47482,"",43463,"",55789,"",60518,"",54137,"",52000,"",54000,"",48800,"",48211,"",47482,"",43463,"",55789,"",60518,"",54137,""
2021,"2021S051624660168",24660168,"Aggregate dissemination area",24660168,3.7,5.8,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,88000,"",98000,"",82000,"",85372,"",86675,"",68353,"",90628,"",109325,"",95647,"",88000,"",98000,"",82000,"",85372,"",86675,"",68353,"",90628,"",109325,"",95647,""
2021,"2021S051624660170",24660170,"Aggregate dissemination area",24660170,2.7,4.3,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,136000,"",176000,"",88000,"",125245,"",143002,"",75860,"",146755,"",208998,"",100140,"",136000,"",176000,"",88000,"",125245,"",143002,"",75860,"",146755,"",208998,"",100140,""
2021,"2021S051624660171",24660171,"Aggregate dissemination area",24660171,3.6,3.9,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,68500,"",70500,"",65000,"",66463,"",66915,"",61761,"",70537,"",74085,"",68239,"",68500,"",70500,"",65000,"",66463,"",66915,"",61761,"",70537,"",74085,"",68239,""
2021,"2021S051624660172",24660172,"Aggregate dissemination area",24660172,2.9,3.1,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,61200,"",64500,"",52800,"",57534,"",60100,"",47504,"",64866,"",68900,"",58096,"",61200,"",64500,"",52800,"",57534,"",60100,"",47504,"",64866,"",68900,"",58096,""
2021,"2021S051624660173",24660173,"Aggregate dissemination area",24660173,4.8,5.8,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,62000,"",71000,"",54800,"",59108,"",64482,"",50889,"",64892,"",77518,"",58711,"",62000,"",71000,"",54800,"",59108,"",64482,"",50889,"",64892,"",77518,"",58711,""
2021,"2021S051624660174",24660174,"Aggregate dissemination area",24660174,4.3,5.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,44800,"",49200,"",41200,"",42804,"",46491,"",38837,"",46796,"",51909,"",43563,"",44800,"",49200,"",41200,"",42804,"",46491,"",38837,"",46796,"",51909,"",43563,""
2021,"2021S051624660175",24660175,"Aggregate dissemination area",24660175,3.8,8.8,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,61200,"",68500,"",54400,"",57859,"",60026,"",50815,"",64541,"",76974,"",57985,"",61200,"",68500,"",54400,"",57859,"",60026,"",50815,"",64541,"",76974,"",57985,""
2021,"2021S051624660176",24660176,"Aggregate dissemination area",24660176,7.5,7.5,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,73000,"",87000,"",61200,"",51409,"",68057,"",35331,"",94591,"",105943,"",87069,"",73000,"",87000,"",61200,"",51409,"",68057,"",35331,"",94591,"",105943,"",87069,""
2021,"2021S051624660177",24660177,"Aggregate dissemination area",24660177,4.3,4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,51200,"",51600,"",51200,"",48898,"",47119,"",48104,"",53502,"",56081,"",54296,"",51200,"",51600,"",51200,"",48898,"",47119,"",48104,"",53502,"",56081,"",54296,""
2021,"2021S051624660178",24660178,"Aggregate dissemination area",24660178,3.8,4.3,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,60800,"",65500,"",56000,"",57846,"",60041,"",52496,"",63754,"",70959,"",59504,"",60800,"",65500,"",56000,"",57846,"",60041,"",52496,"",63754,"",70959,"",59504,""
2021,"2021S051624660179",24660179,"Aggregate dissemination area",24660179,3.9,5.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,71500,"",74500,"",66500,"",67059,"",69774,"",62385,"",75941,"",79226,"",70615,"",71500,"",74500,"",66500,"",67059,"",69774,"",62385,"",75941,"",79226,"",70615,""
2021,"2021S051624660180",24660180,"Aggregate dissemination area",24660180,2.5,1.9,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,90000,"",119000,"",64500,"",85478,"",105149,"",55456,"",94522,"",132851,"",73544,"",90000,"",119000,"",64500,"",85478,"",105149,"",55456,"",94522,"",132851,"",73544,""
2021,"2021S051624660181",24660181,"Aggregate dissemination area",24660181,2,2.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,53600,"",59200,"",49600,"",51706,"",54719,"",47543,"",55494,"",63681,"",51657,"",53600,"",59200,"",49600,"",51706,"",54719,"",47543,"",55494,"",63681,"",51657,""
2021,"2021S051624660182",24660182,"Aggregate dissemination area",24660182,4.3,7.1,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,52000,"",51600,"",52000,"",50106,"",49176,"",48171,"",53894,"",54024,"",55829,"",52000,"",51600,"",52000,"",50106,"",49176,"",48171,"",53894,"",54024,"",55829,""
2021,"2021S051624660183",24660183,"Aggregate dissemination area",24660183,2.2,0.8,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,64500,"",64500,"",62800,"",53338,"",47593,"",51882,"",75662,"",81407,"",73718,"",64500,"",64500,"",62800,"",53338,"",47593,"",51882,"",75662,"",81407,"",73718,""
2021,"2021S051624660184",24660184,"Aggregate dissemination area",24660184,3.9,5.9,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,58800,"",63200,"",58000,"",57211,"",55704,"",54985,"",60389,"",70696,"",61015,"",58800,"",63200,"",58000,"",57211,"",55704,"",54985,"",60389,"",70696,"",61015,""
2021,"2021S051624660185",24660185,"Aggregate dissemination area",24660185,3.1,3.7,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,48800,"",47600,"",49600,"",47007,"",44422,"",46871,"",50593,"",50778,"",52329,"",48800,"",47600,"",49600,"",47007,"",44422,"",46871,"",50593,"",50778,"",52329,""
2021,"2021S051624660186",24660186,"Aggregate dissemination area",24660186,3.5,5.2,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,93000,"",110000,"",82000,"",89334,"",101119,"",76256,"",96666,"",118881,"",87744,"",93000,"",110000,"",82000,"",89334,"",101119,"",76256,"",96666,"",118881,"",87744,""
2021,"2021S051624660187",24660187,"Aggregate dissemination area",24660187,0.9,0.9,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,69000,"",73500,"",63200,"",65252,"",67797,"",59534,"",72748,"",79203,"",66866,"",69000,"",73500,"",63200,"",65252,"",67797,"",59534,"",72748,"",79203,"",66866,""
2021,"2021S051624660189",24660189,"Aggregate dissemination area",24660189,1.8,2.3,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,57600,"",62400,"",53600,"",56225,"",57756,"",50137,"",58975,"",67044,"",57063,"",57600,"",62400,"",53600,"",56225,"",57756,"",50137,"",58975,"",67044,"",57063,""
2021,"2021S051624660190",24660190,"Aggregate dissemination area",24660190,3.7,4,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,58000,"",63600,"",53600,"",56737,"",60972,"",51156,"",59263,"",66228,"",56044,"",58000,"",63600,"",53600,"",56737,"",60972,"",51156,"",59263,"",66228,"",56044,""
2021,"2021S051624660191",24660191,"Aggregate dissemination area",24660191,3.1,3.1,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,88000,"",94000,"",81000,"",85474,"",87563,"",78108,"",90526,"",100437,"",83892,"",88000,"",94000,"",81000,"",85474,"",87563,"",78108,"",90526,"",100437,"",83892,""
2021,"2021S051624660192",24660192,"Aggregate dissemination area",24660192,3.3,4.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,60800,"",68000,"",49600,"",55585,"",59200,"",44263,"",66015,"",76800,"",54937,"",60800,"",68000,"",49600,"",55585,"",59200,"",44263,"",66015,"",76800,"",54937,""
2021,"2021S051624660193",24660193,"Aggregate dissemination area",24660193,3.2,3.8,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,60000,"",62800,"",56800,"",58085,"",59643,"",54213,"",61915,"",65957,"",59387,"",60000,"",62800,"",56800,"",58085,"",59643,"",54213,"",61915,"",65957,"",59387,""
2021,"2021S051624660194",24660194,"Aggregate dissemination area",24660194,2.6,3,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,59600,"",68000,"",53200,"",54671,"",60667,"",48434,"",64529,"",75333,"",57966,"",59600,"",68000,"",53200,"",54671,"",60667,"",48434,"",64529,"",75333,"",57966,""
2021,"2021S051624660195",24660195,"Aggregate dissemination area",24660195,3.1,3.7,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,57200,"",61200,"",54800,"",55265,"",58532,"",51052,"",59135,"",63868,"",58548,"",57200,"",61200,"",54800,"",55265,"",58532,"",51052,"",59135,"",63868,"",58548,""
2021,"2021S051624660196",24660196,"Aggregate dissemination area",24660196,4,4.6,0,143,"    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14,52400,"",54800,"",50000,"",51858,"",52661,"",46456,"",52942,"",56939,"",53544,"",52400,"",54800,"",50000,"",51858,"",52661,"",46456,"",52942,"",56939,"",53544,""
